sp_code,site,fire,trt,height,leaf_area,SLA,LDMC,stom_length,stom_den,SPI,N,C,CN,C13,C3_C4,Growth_form,Habit
PANVIR,konza,1,grazed,105,17.5655,86.20526015,0.521448339,41.1,152.2222222,9.798942286,NA,NA,NA,NA,c4,rhizomatous,p
PANVIR,konza,1,grazed,112,8.4722,48.47233057,0.519395135,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
PANVIR,konza,1,ungrazed,120,18.815,99.83475615,0.497135582,NA,NA,NA,1.1,44.36,40.32727273,-13.15,c4,rhizomatous,p
PANVIR,konza,1,ungrazed,122,22.194,119.0945753,0.451306413,NA,NA,NA,1.04,44.48,42.76923077,-12.47,c4,rhizomatous,p
PANVIR,konza,1,grazed,107,7.891,114.292831,0.489648033,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
PANVIR,konza,1,grazed,116.5,15.4645,100.1230156,0.446582875,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
PANVIR,konza,20,ungrazed,118,14.123,98.0890084,0.449847095,35.7,132.2222222,7.90302146,1.3,42.4,32.61538462,-12.7,c4,rhizomatous,p
PANVIR,konza,20,ungrazed,111,12.7615,98.83808775,0.461838766,36.2,134.0740741,8.070083515,1.3,42.6,32.76923077,-13.2,c4,rhizomatous,p
PANVIR,konza,20,grazed,116,25.098,101.4880712,0.551428001,37.7,139.6296296,8.579842816,1.1,42.5,38.63636364,-12.7,c4,rhizomatous,p
PANVIR,konza,20,grazed,120,12.917,96.68413174,0.615598886,39.6,146.6666667,9.240202239,1.2,43.8,36.5,-13.4,c4,rhizomatous,p
PANVIR,konza,20,grazed,111,25.2335,91.02819165,0.498510427,37.7,139.6296296,8.576041933,1.2,44.8,37.33333333,-13.3,c4,rhizomatous,p
PANVIR,konza,20,grazed,134,23.497,93.86893812,0.49294729,NA,NA,NA,1.1,43.6,39.63636364,-13,c4,rhizomatous,p
PANVIR,konza,20,ungrazed,112,31.4845,94.76112639,0.501087745,NA,NA,NA,1.1,43.4,39.45454545,-13.4,c4,rhizomatous,p
PANVIR,konza,20,ungrazed,118,24.5965,96.58320447,0.507806691,NA,NA,NA,1.1,43.2,39.27272727,-13.5,c4,rhizomatous,p
PANVIR,konza,20,grazed,123,23.856,89.43118713,0.496679947,NA,NA,NA,1.2,43.9,36.58333333,-13.1,c4,rhizomatous,p
PANVIR,konza,20,ungrazed,100,18.2535,79.85214268,0.449838561,NA,NA,NA,1,45.1,45.1,-13.5,c4,rhizomatous,p
POAPRA,konza,20,ungrazed,58,NA,NA,NA,21.4,79.25925926,3.666543956,NA,NA,NA,NA,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,40,2.9865,134.0436914,0.491825613,15.3,56.66666667,2.217416568,1.4,42.52,30.37142857,-26.12,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,37.5,7.96,134.0275205,0.398809524,17.5,64.81481481,2.711697047,1.62,43.45,26.82098765,-24.85,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,40,4.4,90.45309627,0.380191693,17.2,63.7037037,2.642512075,1.65,43.43,26.32121212,-24.99,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,38,7.739,86.13502774,0.321637427,17.6,65.18518519,2.73467196,1.5,42.16,28.10666667,-26.79,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,47,4.967,100.2483549,0.406964091,NA,NA,NA,1.58,44.54,28.18987342,-26.87,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,49,3.482,47.25577731,0.331963846,NA,NA,NA,NA,NA,NA,NA,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,42,4.88,131.1827957,0.46171967,NA,NA,NA,NA,NA,NA,NA,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,69,4.009,74.56520057,0.407784986,NA,NA,NA,NA,NA,NA,NA,c3,rhizomatous,p
POAPRA,konza,20,ungrazed,37,2.763,94.3902704,0.443140132,NA,NA,NA,NA,NA,NA,NA,c3,rhizomatous,p
MUHPAN,konza,1,grazed,18,4.874,228.8262911,0.406504065,20.6,76.2962963,3.472796431,2,39.72,19.86,-13.39,c4,caespitose,p
MUHPAN,konza,1,grazed,20,4.248,260.6134969,0.374639769,19.5,72.22222222,3.200607958,1.86,41.73,22.43548387,-13.35,c4,caespitose,p
MUHPAN,konza,1,grazed,20.5,2.418,244.2424242,0.447368421,19.7,72.96296296,3.24748554,1.91,40.48,21.19371728,-13.58,c4,caespitose,p
MUHPAN,konza,1,grazed,11,1.268,173.6986301,0.523809524,15.8,58.51851852,2.335015827,2.15,42.79,19.90232558,-14.18,c4,caespitose,p
MUHPAN,konza,1,grazed,12.5,2.033,216.2765957,0.575581395,23.8,88.14814815,4.300784406,1.85,41.49,22.42702703,-13.34,c4,caespitose,p
MUHPAN,konza,1,grazed,14,3.192,220.137931,0.420382166,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,p
MUHPAN,konza,1,grazed,7.5,1.57,212.1621622,0.433070866,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,p
MUHPAN,konza,1,grazed,14.1,1.667,193.8372093,0.484076433,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,p
MUHPAN,konza,1,grazed,10,1.464,195.2,0.416666667,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,p
MUHPAN,konza,1,grazed,21.7,1.686,216.1538462,4.512820513,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,p
SCHSCO,konza,1,ungrazed,98,8.8045,135.0739056,2.460587326,26.1,96.66666667,4.939201715,0.23,41.87,182.0434783,-11.75,c4,rhizomatous,p
SCHSCO,konza,1,ungrazed,81,6.7455,131.1348822,0.402240326,27.8,102.962963,5.435539736,0.21,42.37,201.7619048,-12.12,c4,rhizomatous,p
SCHSCO,konza,1,ungrazed,113,4.8375,158.8747954,0.439081813,26.2,97.03703704,4.968668215,0.22,42.68,194,-11.35,c4,rhizomatous,p
SCHSCO,konza,1,ungrazed,111,6.5265,158.5377013,0.402173913,31.2,115.5555556,6.457068734,0.26,43.83,168.5769231,-12.01,c4,rhizomatous,p
SCHSCO,konza,1,ungrazed,86,6.3885,140.8442455,0.412698413,29.5,109.2592593,5.936368163,0.19,44.05,231.8421053,-11.55,c4,rhizomatous,p
SCHSCO,konza,1,ungrazed,82,4.345,152.7125468,0.402360515,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,1,grazed,65,7.6975,158.4885667,0.356828194,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,1,grazed,91,6.744,130.6159718,0.441727791,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,1,grazed,85,6.344,148.1989377,0.441538462,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,1,grazed,80,6.234,170.7475155,0.493386243,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,20,ungrazed,88,9.4045,128.7062942,0.451010886,26,96.2962963,4.910602759,0.36,43.77,121.5833333,-11.58,c4,rhizomatous,p
SCHSCO,konza,20,ungrazed,78,3.59,165.940945,0.389154705,27.2,100.7407407,5.253994235,0.55,42.44,77.16363636,-12.03,c4,rhizomatous,p
SCHSCO,konza,20,grazed,80,2.1665,137.8540239,0.470509383,29.7,110,5.994773186,0.37,43.75,118.2432432,-11.94,c4,rhizomatous,p
SCHSCO,konza,20,grazed,98,14.0285,143.0328467,0.384991843,32.7,121.1111111,7.06268417,0.23,43.67,189.8695652,-11.77,c4,rhizomatous,p
SCHSCO,konza,20,grazed,91,8.8495,148.9838997,0.409322651,29.3,108.5185185,5.87407603,0.47,42.29,89.9787234,-13.5,c4,rhizomatous,p
SCHSCO,konza,20,ungrazed,93,12.257,150.3487331,0.397959184,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,20,ungrazed,75,6.5045,122.4729643,0.412068966,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,20,grazed,79,9.9045,142.8952957,0.462701613,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,20,grazed,92,9.431,132.3740293,0.384250474,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SCHSCO,konza,20,grazed,87,5.4845,129.8121276,0.44472153,NA,NA,NA,NA,NA,NA,NA,c4,rhizomatous,p
SETVIR,konza,1,ungrazed,71,15.844,328.0331263,0.346473029,24.9,92.22222222,4.602130152,1.44,37.99,26.38194444,-12.53,c4,caespitose,a
SETVIR,konza,1,ungrazed,51.5,25.7855,250.8317121,0.334476844,33.8,125.1851852,7.291751941,1.26,37.77,29.97619048,-12.43,c4,caespitose,a
SETVIR,konza,1,ungrazed,61,16.7515,234.6148459,0.372439479,27.1,100.3703704,5.225713659,1.27,39.97,31.47244094,-12.6,c4,caespitose,a
SETVIR,konza,1,ungrazed,53,22.1245,179.2909238,0.364361702,26.6,98.51851852,5.082834677,1,40.18,40.18,-12.07,c4,caespitose,a
SETVIR,konza,1,ungrazed,25.5,19.791,284.3534483,0.309222423,25.1,92.96296296,4.665449237,1.26,43.28,34.34920635,-11.54,c4,caespitose,a
SETVIR,konza,1,ungrazed,39.5,18.909,287.3708207,0.355102041,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,a
SETVIR,konza,1,ungrazed,42.5,21.7645,200.4097606,0.314944134,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,a
SETVIR,konza,1,ungrazed,60,12.4925,214.6477663,0.384385878,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,a
SETVIR,konza,20,ungrazed,38.5,18.039,313.7217391,0.3184,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,a
SETVIR,konza,20,ungrazed,41.5,17.987,307.9965753,0.33863781,NA,NA,NA,NA,NA,NA,NA,c4,caespitose,a
SORNUT,konza,1,ungrazed,104,29.1755,107.9099829,0.394219092,33,122.2222222,7.021518966,1.19,42.37,35.60504202,-11.06,c4,rhizomatous,p
SORNUT,konza,1,ungrazed,124,17.646,90.35330261,0.409425626,33.8,125.1851852,7.278082739,1.39,42.46,30.54676259,-10.98,c4,rhizomatous,p
