"FRich","m","sev.blueplots","n_trait","traits","SR"
0.0486365537555596,4,"2 W 1",4,133,5
0.0850237700296218,4,"5 N 3",4,133,8
0.00679268017591829,4,"2 E 1",4,133,3
0.00801705416802541,4,"3 E 1",4,133,3
0.00125487201502791,4,"3 N 1",4,133,3
0.0219333659734619,4,"1 W 3",4,133,4
0.0548822416722161,4,"3 W 3",4,133,4
0.0230051339013628,4,"1 W 1",4,133,5
0.0492481064926947,4,"4 E 1",4,133,6
0.00679268017591829,4,"2 N 3",4,133,3
0.097255186224553,4,"5 W 1",4,133,5
0.0152530593279161,4,"5 N 1",4,133,3
0.0248695200249629,4,"1 N 1",4,133,4
0.170674501431584,4,"4 E 3",4,133,9
0.00851288341690363,4,"3 W 1",4,133,3
0.00679268017591829,4,"2 E 3",4,133,3
0.00610364996070856,4,"3 E 3",4,133,3
0.000597968215675446,2,"5 E 1",4,134,5
0.128618126533274,2,"4 W 1",4,134,5
0.0832769346468969,2,"2 W 1",4,134,5
0.114807256429833,2,"5 N 3",4,134,8
0.000107001935687757,2,"2 E 1",4,134,3
0.00096003465263095,2,"3 E 1",4,134,3
0.0166305932557424,2,"3 N 1",4,134,3
0.0384808963007742,2,"1 W 3",4,134,4
0.0806578603945967,2,"3 W 3",4,134,4
0.0384808963007742,2,"1 W 1",4,134,5
0.102359436738025,2,"4 E 1",4,134,6
0.000107001935687757,2,"2 N 3",4,134,3
0.0498000104973019,2,"5 W 1",4,134,5
0.000181124725907509,2,"5 N 1",4,134,3
0.000614799069557322,2,"1 N 1",4,134,4
0.209421122195649,2,"4 E 3",4,134,9
0.017082697553623,2,"3 W 1",4,134,3
0.000107001935687757,2,"2 E 3",4,134,3
0.0175903958934405,2,"3 E 3",4,134,3
0.000597968215675446,3,"5 E 1",4,134,5
0.128618126533274,3,"4 W 1",4,134,5
0.0832769346468969,3,"2 W 1",4,134,5
0.114807256429833,3,"5 N 3",4,134,8
0.000107001935687757,3,"2 E 1",4,134,3
0.00096003465263095,3,"3 E 1",4,134,3
0.0166305932557424,3,"3 N 1",4,134,3
0.0384808963007742,3,"1 W 3",4,134,4
0.0806578603945967,3,"3 W 3",4,134,4
0.0384808963007742,3,"1 W 1",4,134,5
0.102359436738025,3,"4 E 1",4,134,6
0.000107001935687757,3,"2 N 3",4,134,3
0.0498000104973019,3,"5 W 1",4,134,5
0.000181124725907509,3,"5 N 1",4,134,3
0.000614799069557322,3,"1 N 1",4,134,4
0.209421122195649,3,"4 E 3",4,134,9
0.017082697553623,3,"3 W 1",4,134,3
0.000107001935687757,3,"2 E 3",4,134,3
0.0175903958934405,3,"3 E 3",4,134,3
0.000597968215675446,4,"5 E 1",4,134,5
0.128618126533274,4,"4 W 1",4,134,5
0.0832769346468969,4,"2 W 1",4,134,5
0.114807256429833,4,"5 N 3",4,134,8
0.000107001935687757,4,"2 E 1",4,134,3
0.00096003465263095,4,"3 E 1",4,134,3
0.0166305932557424,4,"3 N 1",4,134,3
0.0384808963007742,4,"1 W 3",4,134,4
0.0806578603945967,4,"3 W 3",4,134,4
0.0384808963007742,4,"1 W 1",4,134,5
0.102359436738025,4,"4 E 1",4,134,6
0.000107001935687757,4,"2 N 3",4,134,3
0.0498000104973019,4,"5 W 1",4,134,5
0.000181124725907509,4,"5 N 1",4,134,3
0.000614799069557322,4,"1 N 1",4,134,4
0.209421122195649,4,"4 E 3",4,134,9
0.017082697553623,4,"3 W 1",4,134,3
0.000107001935687757,4,"2 E 3",4,134,3
0.0175903958934405,4,"3 E 3",4,134,3
0.0170178366031308,2,"5 E 1",4,135,5
0.0940254843624279,2,"4 W 1",4,135,5
0.045311041686239,2,"2 W 1",4,135,5
0.0581465511819658,2,"5 N 3",4,135,8
0.00651026464878551,2,"2 E 1",4,135,3
0.0115580296438407,2,"3 E 1",4,135,3
0.000792653416332929,2,"3 N 1",4,135,3
0.0291443183792803,2,"1 W 3",4,135,4
0.027042636470627,2,"3 W 3",4,135,4
0.0291443183792803,2,"1 W 1",4,135,5
0.0342939301615243,2,"4 E 1",4,135,6
0.00651026464878551,2,"2 N 3",4,135,3
0.0297433313014453,2,"5 W 1",4,135,5
0.00772898875259124,2,"5 N 1",4,135,3
0.00776054738616634,2,"1 N 1",4,135,4
0.142255374287332,2,"4 E 3",4,135,9
0.0077461126110093,2,"3 W 1",4,135,3
0.00651026464878551,2,"2 E 3",4,135,3
0.000677099453896292,2,"3 E 3",4,135,3
0.0170178366031308,3,"5 E 1",4,135,5
0.0940254843624279,3,"4 W 1",4,135,5
0.045311041686239,3,"2 W 1",4,135,5
0.0581465511819658,3,"5 N 3",4,135,8
0.00651026464878551,3,"2 E 1",4,135,3
0.0115580296438407,3,"3 E 1",4,135,3
0.000792653416332929,3,"3 N 1",4,135,3
0.0291443183792803,3,"1 W 3",4,135,4
0.027042636470627,3,"3 W 3",4,135,4
0.0291443183792803,3,"1 W 1",4,135,5
0.0342939301615243,3,"4 E 1",4,135,6
0.00651026464878551,3,"2 N 3",4,135,3
0.0297433313014453,3,"5 W 1",4,135,5
0.00772898875259124,3,"5 N 1",4,135,3
0.00776054738616634,3,"1 N 1",4,135,4
0.142255374287332,3,"4 E 3",4,135,9
0.0077461126110093,3,"3 W 1",4,135,3
0.00651026464878551,3,"2 E 3",4,135,3
0.000677099453896292,3,"3 E 3",4,135,3
0.0170178366031308,4,"5 E 1",4,135,5
0.0940254843624279,4,"4 W 1",4,135,5
0.045311041686239,4,"2 W 1",4,135,5
0.0581465511819658,4,"5 N 3",4,135,8
0.00651026464878551,4,"2 E 1",4,135,3
0.0115580296438407,4,"3 E 1",4,135,3
0.000792653416332929,4,"3 N 1",4,135,3
0.0291443183792803,4,"1 W 3",4,135,4
0.027042636470627,4,"3 W 3",4,135,4
0.0291443183792803,4,"1 W 1",4,135,5
0.0342939301615243,4,"4 E 1",4,135,6
0.00651026464878551,4,"2 N 3",4,135,3
0.0297433313014453,4,"5 W 1",4,135,5
0.00772898875259124,4,"5 N 1",4,135,3
0.00776054738616634,4,"1 N 1",4,135,4
0.142255374287332,4,"4 E 3",4,135,9
0.0077461126110093,4,"3 W 1",4,135,3
0.00651026464878551,4,"2 E 3",4,135,3
0.000677099453896292,4,"3 E 3",4,135,3
0.00106689634062311,2,"5 E 1",4,136,5
0.102497329931555,2,"4 W 1",4,136,5
0.0902788021323513,2,"2 W 1",4,136,5
0.130813782986481,2,"5 N 3",4,136,8
0.00113756805435554,2,"2 E 1",4,136,3
0.00077475875569096,2,"3 E 1",4,136,3
0.0198479515420436,2,"3 N 1",4,136,3
0.0523352017413722,2,"1 W 3",4,136,4
0.0526161836332381,2,"3 W 3",4,136,4
0.0523352017413722,2,"1 W 1",4,136,5
0.0810661666251656,2,"4 E 1",4,136,6
0.00113756805435554,2,"2 N 3",4,136,3
0.095859972799281,2,"5 W 1",4,136,5
0.00015333659525527,2,"5 N 1",4,136,3
0.00203549773096472,2,"1 N 1",4,136,4
0.216539031065347,2,"4 E 3",4,136,9
0.018721358998423,2,"3 W 1",4,136,3
0.00113756805435554,2,"2 E 3",4,136,3
0.02094758928385,2,"3 E 3",4,136,3
0.00106689634062311,3,"5 E 1",4,136,5
0.102497329931555,3,"4 W 1",4,136,5
0.0902788021323513,3,"2 W 1",4,136,5
0.130813782986481,3,"5 N 3",4,136,8
0.00113756805435554,3,"2 E 1",4,136,3
0.00077475875569096,3,"3 E 1",4,136,3
0.0198479515420436,3,"3 N 1",4,136,3
0.0523352017413722,3,"1 W 3",4,136,4
0.0526161836332381,3,"3 W 3",4,136,4
0.0523352017413722,3,"1 W 1",4,136,5
0.0810661666251656,3,"4 E 1",4,136,6
0.00113756805435554,3,"2 N 3",4,136,3
0.095859972799281,3,"5 W 1",4,136,5
0.00015333659525527,3,"5 N 1",4,136,3
0.00203549773096472,3,"1 N 1",4,136,4
0.216539031065347,3,"4 E 3",4,136,9
0.018721358998423,3,"3 W 1",4,136,3
0.00113756805435554,3,"2 E 3",4,136,3
0.02094758928385,3,"3 E 3",4,136,3
0.00106689634062311,4,"5 E 1",4,136,5
0.102497329931555,4,"4 W 1",4,136,5
0.0902788021323513,4,"2 W 1",4,136,5
0.130813782986481,4,"5 N 3",4,136,8
0.00113756805435554,4,"2 E 1",4,136,3
0.00077475875569096,4,"3 E 1",4,136,3
0.0198479515420436,4,"3 N 1",4,136,3
0.0523352017413722,4,"1 W 3",4,136,4
0.0526161836332381,4,"3 W 3",4,136,4
0.0523352017413722,4,"1 W 1",4,136,5
0.0810661666251656,4,"4 E 1",4,136,6
0.00113756805435554,4,"2 N 3",4,136,3
0.095859972799281,4,"5 W 1",4,136,5
0.00015333659525527,4,"5 N 1",4,136,3
0.00203549773096472,4,"1 N 1",4,136,4
0.216539031065347,4,"4 E 3",4,136,9
0.018721358998423,4,"3 W 1",4,136,3
0.00113756805435554,4,"2 E 3",4,136,3
0.02094758928385,4,"3 E 3",4,136,3
0.00367643087830937,2,"5 E 1",4,137,5
0.126459475828794,2,"4 W 1",4,137,5
0.107227742226609,2,"2 W 1",4,137,5
0.115207729256777,2,"5 N 3",4,137,8
0.000475791738495473,2,"2 E 1",4,137,3
0.00188011983894892,2,"3 E 1",4,137,3
0.0126293192982413,2,"3 N 1",4,137,3
0.0571297541568054,2,"1 W 3",4,137,4
0.0893067563501219,2,"3 W 3",4,137,4
0.0571297541568054,2,"1 W 1",4,137,5
0.128928963332921,2,"4 E 1",4,137,6
0.000475791738495473,2,"2 N 3",4,137,3
0.070893325182465,2,"5 W 1",4,137,5
0.00137991090200191,2,"5 N 1",4,137,3
0.0036191045081516,2,"1 N 1",4,137,4
0.220803354521114,2,"4 E 3",4,137,9
0.0110980008665915,2,"3 W 1",4,137,3
0.000475791738495473,2,"2 E 3",4,137,3
0.00669586953070715,2,"3 E 3",4,137,3
0.00367643087830937,3,"5 E 1",4,137,5
0.126459475828794,3,"4 W 1",4,137,5
0.107227742226609,3,"2 W 1",4,137,5
0.115207729256777,3,"5 N 3",4,137,8
0.000475791738495473,3,"2 E 1",4,137,3
0.00188011983894892,3,"3 E 1",4,137,3
0.0126293192982413,3,"3 N 1",4,137,3
0.0571297541568054,3,"1 W 3",4,137,4
0.0893067563501219,3,"3 W 3",4,137,4
0.0571297541568054,3,"1 W 1",4,137,5
0.128928963332921,3,"4 E 1",4,137,6
0.000475791738495473,3,"2 N 3",4,137,3
0.070893325182465,3,"5 W 1",4,137,5
0.00137991090200191,3,"5 N 1",4,137,3
0.0036191045081516,3,"1 N 1",4,137,4
0.220803354521114,3,"4 E 3",4,137,9
0.0110980008665915,3,"3 W 1",4,137,3
0.000475791738495473,3,"2 E 3",4,137,3
0.00669586953070715,3,"3 E 3",4,137,3
0.00367643087830937,4,"5 E 1",4,137,5
0.126459475828794,4,"4 W 1",4,137,5
0.107227742226609,4,"2 W 1",4,137,5
0.115207729256777,4,"5 N 3",4,137,8
0.000475791738495473,4,"2 E 1",4,137,3
0.00188011983894892,4,"3 E 1",4,137,3
0.0126293192982413,4,"3 N 1",4,137,3
0.0571297541568054,4,"1 W 3",4,137,4
0.0893067563501219,4,"3 W 3",4,137,4
0.0571297541568054,4,"1 W 1",4,137,5
0.128928963332921,4,"4 E 1",4,137,6
0.000475791738495473,4,"2 N 3",4,137,3
0.070893325182465,4,"5 W 1",4,137,5
0.00137991090200191,4,"5 N 1",4,137,3
0.0036191045081516,4,"1 N 1",4,137,4
0.220803354521114,4,"4 E 3",4,137,9
0.0110980008665915,4,"3 W 1",4,137,3
0.000475791738495473,4,"2 E 3",4,137,3
0.00669586953070715,4,"3 E 3",4,137,3
0.0259412732325675,2,"5 E 1",4,138,5
0.0750278126293235,2,"4 W 1",4,138,5
0.0471223464864094,2,"2 W 1",4,138,5
0.0398461445594645,2,"5 N 3",4,138,8
0.00318167286640561,2,"2 E 1",4,138,3
0.00827484916047877,2,"3 E 1",4,138,3
0.0046231662346584,2,"3 N 1",4,138,3
0.012778519026845,2,"1 W 3",4,138,4
0.019533799594422,2,"3 W 3",4,138,4
0.0150841974695772,2,"1 W 1",4,138,5
0.0282034610520194,2,"4 E 1",4,138,6
0.00318167286640561,2,"2 N 3",4,138,3
0.0587771902432929,2,"5 W 1",4,138,5
0.0082954641625303,2,"5 N 1",4,138,3
0.00434591850176642,2,"1 N 1",4,138,4
0.235037506493415,2,"4 E 3",4,138,9
0.00243760517760498,2,"3 W 1",4,138,3
0.00318167286640561,2,"2 E 3",4,138,3
0.0149819364648499,2,"3 E 3",4,138,3
0.0259412732325675,3,"5 E 1",4,138,5
0.0750278126293235,3,"4 W 1",4,138,5
0.0471223464864094,3,"2 W 1",4,138,5
0.0398461445594645,3,"5 N 3",4,138,8
0.00318167286640561,3,"2 E 1",4,138,3
0.00827484916047877,3,"3 E 1",4,138,3
0.0046231662346584,3,"3 N 1",4,138,3
0.012778519026845,3,"1 W 3",4,138,4
0.019533799594422,3,"3 W 3",4,138,4
0.0150841974695772,3,"1 W 1",4,138,5
0.0282034610520194,3,"4 E 1",4,138,6
0.00318167286640561,3,"2 N 3",4,138,3
0.0587771902432929,3,"5 W 1",4,138,5
0.0082954641625303,3,"5 N 1",4,138,3
0.00434591850176642,3,"1 N 1",4,138,4
0.235037506493415,3,"4 E 3",4,138,9
0.00243760517760498,3,"3 W 1",4,138,3
0.00318167286640561,3,"2 E 3",4,138,3
0.0149819364648499,3,"3 E 3",4,138,3
0.0259412732325675,4,"5 E 1",4,138,5
0.0750278126293235,4,"4 W 1",4,138,5
0.0471223464864094,4,"2 W 1",4,138,5
0.0398461445594645,4,"5 N 3",4,138,8
0.00318167286640561,4,"2 E 1",4,138,3
0.00827484916047877,4,"3 E 1",4,138,3
0.0046231662346584,4,"3 N 1",4,138,3
0.012778519026845,4,"1 W 3",4,138,4
0.019533799594422,4,"3 W 3",4,138,4
0.0150841974695772,4,"1 W 1",4,138,5
0.0282034610520194,4,"4 E 1",4,138,6
0.00318167286640561,4,"2 N 3",4,138,3
0.0587771902432929,4,"5 W 1",4,138,5
0.0082954641625303,4,"5 N 1",4,138,3
0.00434591850176642,4,"1 N 1",4,138,4
0.235037506493415,4,"4 E 3",4,138,9
0.00243760517760498,4,"3 W 1",4,138,3
0.00318167286640561,4,"2 E 3",4,138,3
0.0149819364648499,4,"3 E 3",4,138,3
0.00221342946627365,2,"5 E 1",4,139,5
0.0985665986489395,2,"4 W 1",4,139,5
0.0889283454128531,2,"2 W 1",4,139,5
0.145199579377275,2,"5 N 3",4,139,8
0.000754688734284338,2,"2 E 1",4,139,3
0.00174909755768457,2,"3 E 1",4,139,3
0.0144775199065939,2,"3 N 1",4,139,3
0.0470246179096531,2,"1 W 3",4,139,4
0.0705242916813723,2,"3 W 3",4,139,4
0.0470246179096531,2,"1 W 1",4,139,5
0.113136922531958,2,"4 E 1",4,139,6
0.000754688734284338,2,"2 N 3",4,139,3
0.0974394097234837,2,"5 W 1",4,139,5
0.00016965772164403,2,"5 N 1",4,139,3
0.00193713164377116,2,"1 N 1",4,139,4
0.203824202216664,2,"4 E 3",4,139,9
0.0140303307416893,2,"3 W 1",4,139,3
0.000754688734284338,2,"2 E 3",4,139,3
0.0100263811157748,2,"3 E 3",4,139,3
0.00221342946627365,3,"5 E 1",4,139,5
0.0985665986489395,3,"4 W 1",4,139,5
0.0889283454128531,3,"2 W 1",4,139,5
0.145199579377275,3,"5 N 3",4,139,8
0.000754688734284338,3,"2 E 1",4,139,3
0.00174909755768457,3,"3 E 1",4,139,3
0.0144775199065939,3,"3 N 1",4,139,3
0.0470246179096531,3,"1 W 3",4,139,4
0.0705242916813723,3,"3 W 3",4,139,4
0.0470246179096531,3,"1 W 1",4,139,5
0.113136922531958,3,"4 E 1",4,139,6
0.000754688734284338,3,"2 N 3",4,139,3
0.0974394097234837,3,"5 W 1",4,139,5
0.00016965772164403,3,"5 N 1",4,139,3
0.00193713164377116,3,"1 N 1",4,139,4
0.203824202216664,3,"4 E 3",4,139,9
0.0140303307416893,3,"3 W 1",4,139,3
0.000754688734284338,3,"2 E 3",4,139,3
0.0100263811157748,3,"3 E 3",4,139,3
0.00221342946627365,4,"5 E 1",4,139,5
0.0985665986489395,4,"4 W 1",4,139,5
0.0889283454128531,4,"2 W 1",4,139,5
0.145199579377275,4,"5 N 3",4,139,8
0.000754688734284338,4,"2 E 1",4,139,3
0.00174909755768457,4,"3 E 1",4,139,3
0.0144775199065939,4,"3 N 1",4,139,3
0.0470246179096531,4,"1 W 3",4,139,4
0.0705242916813723,4,"3 W 3",4,139,4
0.0470246179096531,4,"1 W 1",4,139,5
0.113136922531958,4,"4 E 1",4,139,6
0.000754688734284338,4,"2 N 3",4,139,3
0.0974394097234837,4,"5 W 1",4,139,5
0.00016965772164403,4,"5 N 1",4,139,3
0.00193713164377116,4,"1 N 1",4,139,4
0.203824202216664,4,"4 E 3",4,139,9
0.0140303307416893,4,"3 W 1",4,139,3
0.000754688734284338,4,"2 E 3",4,139,3
0.0100263811157748,4,"3 E 3",4,139,3
0.00139347908479947,2,"5 E 1",4,140,5
0.129536835454566,2,"4 W 1",4,140,5
0.0530791428996509,2,"2 W 1",4,140,5
0.0987475400486166,2,"5 N 3",4,140,8
0.000728494066477372,2,"2 E 1",4,140,3
0.000484637877191037,2,"3 E 1",4,140,3
0.0214542289051072,2,"3 N 1",4,140,3
0.0531716424240004,2,"1 W 3",4,140,4
0.0441518882931186,2,"3 W 3",4,140,4
0.0531716424240004,2,"1 W 1",4,140,5
0.114320111520029,2,"4 E 1",4,140,6
0.000728494066477372,2,"2 N 3",4,140,3
0.0875795976286159,2,"5 W 1",4,140,5
0.000562540986854437,2,"5 N 1",4,140,3
0.00173959544371982,2,"1 N 1",4,140,4
0.193079274567499,2,"4 E 3",4,140,9
0.0211125791450338,2,"3 W 1",4,140,3
0.000728494066477372,2,"2 E 3",4,140,3
0.022790897295247,2,"3 E 3",4,140,3
0.00139347908479947,3,"5 E 1",4,140,5
0.129536835454566,3,"4 W 1",4,140,5
0.0530791428996509,3,"2 W 1",4,140,5
0.0987475400486166,3,"5 N 3",4,140,8
0.000728494066477372,3,"2 E 1",4,140,3
0.000484637877191037,3,"3 E 1",4,140,3
0.0214542289051072,3,"3 N 1",4,140,3
0.0531716424240004,3,"1 W 3",4,140,4
0.0441518882931186,3,"3 W 3",4,140,4
0.0531716424240004,3,"1 W 1",4,140,5
0.114320111520029,3,"4 E 1",4,140,6
0.000728494066477372,3,"2 N 3",4,140,3
0.0875795976286159,3,"5 W 1",4,140,5
0.000562540986854437,3,"5 N 1",4,140,3
0.00173959544371982,3,"1 N 1",4,140,4
0.193079274567499,3,"4 E 3",4,140,9
0.0211125791450338,3,"3 W 1",4,140,3
0.000728494066477372,3,"2 E 3",4,140,3
0.022790897295247,3,"3 E 3",4,140,3
0.00139347908479947,4,"5 E 1",4,140,5
0.129536835454566,4,"4 W 1",4,140,5
0.0530791428996509,4,"2 W 1",4,140,5
0.0987475400486166,4,"5 N 3",4,140,8
0.000728494066477372,4,"2 E 1",4,140,3
0.000484637877191037,4,"3 E 1",4,140,3
0.0214542289051072,4,"3 N 1",4,140,3
0.0531716424240004,4,"1 W 3",4,140,4
0.0441518882931186,4,"3 W 3",4,140,4
0.0531716424240004,4,"1 W 1",4,140,5
0.114320111520029,4,"4 E 1",4,140,6
0.000728494066477372,4,"2 N 3",4,140,3
0.0875795976286159,4,"5 W 1",4,140,5
0.000562540986854437,4,"5 N 1",4,140,3
0.00173959544371982,4,"1 N 1",4,140,4
0.193079274567499,4,"4 E 3",4,140,9
0.0211125791450338,4,"3 W 1",4,140,3
0.000728494066477372,4,"2 E 3",4,140,3
0.022790897295247,4,"3 E 3",4,140,3
0.00671380711807208,2,"5 E 1",4,141,5
0.0309554543006466,2,"4 W 1",4,141,5
0.147879777818294,2,"2 W 1",4,141,5
0.162373620677971,2,"5 N 3",4,141,8
0.00061423688641133,2,"2 E 1",4,141,3
0.00108364315427293,2,"3 E 1",4,141,3
0.0219882188140604,2,"3 N 1",4,141,3
0.030584891122999,2,"1 W 3",4,141,4
0.158318173473796,2,"3 W 3",4,141,4
0.030584891122999,2,"1 W 1",4,141,5
0.0714533056988105,2,"4 E 1",4,141,6
0.00061423688641133,2,"2 N 3",4,141,3
0.0534162879080423,2,"5 W 1",4,141,5
0.000254941686740708,2,"5 N 1",4,141,3
0.00305055400136381,2,"1 N 1",4,141,4
0.177953328464928,2,"4 E 3",4,141,9
0.0166790368529038,2,"3 W 1",4,141,3
0.00061423688641133,2,"2 E 3",4,141,3
0.0195121248044008,2,"3 E 3",4,141,3
0.00671380711807208,3,"5 E 1",4,141,5
0.0309554543006466,3,"4 W 1",4,141,5
0.147879777818294,3,"2 W 1",4,141,5
0.162373620677971,3,"5 N 3",4,141,8
0.00061423688641133,3,"2 E 1",4,141,3
0.00108364315427293,3,"3 E 1",4,141,3
0.0219882188140604,3,"3 N 1",4,141,3
0.030584891122999,3,"1 W 3",4,141,4
0.158318173473796,3,"3 W 3",4,141,4
0.030584891122999,3,"1 W 1",4,141,5
0.0714533056988105,3,"4 E 1",4,141,6
0.00061423688641133,3,"2 N 3",4,141,3
0.0534162879080423,3,"5 W 1",4,141,5
0.000254941686740708,3,"5 N 1",4,141,3
0.00305055400136381,3,"1 N 1",4,141,4
0.177953328464928,3,"4 E 3",4,141,9
0.0166790368529038,3,"3 W 1",4,141,3
0.00061423688641133,3,"2 E 3",4,141,3
0.0195121248044008,3,"3 E 3",4,141,3
0.00671380711807208,4,"5 E 1",4,141,5
0.0309554543006466,4,"4 W 1",4,141,5
0.147879777818294,4,"2 W 1",4,141,5
0.162373620677971,4,"5 N 3",4,141,8
0.00061423688641133,4,"2 E 1",4,141,3
0.00108364315427293,4,"3 E 1",4,141,3
0.0219882188140604,4,"3 N 1",4,141,3
0.030584891122999,4,"1 W 3",4,141,4
0.158318173473796,4,"3 W 3",4,141,4
0.030584891122999,4,"1 W 1",4,141,5
0.0714533056988105,4,"4 E 1",4,141,6
0.00061423688641133,4,"2 N 3",4,141,3
0.0534162879080423,4,"5 W 1",4,141,5
0.000254941686740708,4,"5 N 1",4,141,3
0.00305055400136381,4,"1 N 1",4,141,4
0.177953328464928,4,"4 E 3",4,141,9
0.0166790368529038,4,"3 W 1",4,141,3
0.00061423688641133,4,"2 E 3",4,141,3
0.0195121248044008,4,"3 E 3",4,141,3
0.0176140441154373,2,"5 E 1",4,142,5
0.0351699134352525,2,"4 W 1",4,142,5
0.204612195241788,2,"2 W 1",4,142,5
0.103305959459759,2,"5 N 3",4,142,8
0.00138572441154645,2,"2 E 1",4,142,3
0.00288225656079165,2,"3 E 1",4,142,3
0.0673442358421091,2,"3 N 1",4,142,3
0.0832775353704661,2,"1 W 3",4,142,4
0.222473625199703,2,"3 W 3",4,142,4
0.0832775353704661,2,"1 W 1",4,142,5
0.115553437180369,2,"4 E 1",4,142,6
0.00138572441154645,2,"2 N 3",4,142,3
0.0625808022409655,2,"5 W 1",4,142,5
0.000434621994567562,2,"5 N 1",4,142,3
0.0147122515102586,2,"1 N 1",4,142,4
0.205481228051546,2,"4 E 3",4,142,9
0.0546354657796048,2,"3 W 1",4,142,3
0.00138572441154645,2,"2 E 3",4,142,3
0.0558832576776438,2,"3 E 3",4,142,3
0.0176140441154373,3,"5 E 1",4,142,5
0.0351699134352525,3,"4 W 1",4,142,5
0.204612195241788,3,"2 W 1",4,142,5
0.103305959459759,3,"5 N 3",4,142,8
0.00138572441154645,3,"2 E 1",4,142,3
0.00288225656079165,3,"3 E 1",4,142,3
0.0673442358421091,3,"3 N 1",4,142,3
0.0832775353704661,3,"1 W 3",4,142,4
0.222473625199703,3,"3 W 3",4,142,4
0.0832775353704661,3,"1 W 1",4,142,5
0.115553437180369,3,"4 E 1",4,142,6
0.00138572441154645,3,"2 N 3",4,142,3
0.0625808022409655,3,"5 W 1",4,142,5
0.000434621994567562,3,"5 N 1",4,142,3
0.0147122515102586,3,"1 N 1",4,142,4
0.205481228051546,3,"4 E 3",4,142,9
0.0546354657796048,3,"3 W 1",4,142,3
0.00138572441154645,3,"2 E 3",4,142,3
0.0558832576776438,3,"3 E 3",4,142,3
0.0176140441154373,4,"5 E 1",4,142,5
0.0351699134352525,4,"4 W 1",4,142,5
0.204612195241788,4,"2 W 1",4,142,5
0.103305959459759,4,"5 N 3",4,142,8
0.00138572441154645,4,"2 E 1",4,142,3
0.00288225656079165,4,"3 E 1",4,142,3
0.0673442358421091,4,"3 N 1",4,142,3
0.0832775353704661,4,"1 W 3",4,142,4
0.222473625199703,4,"3 W 3",4,142,4
0.0832775353704661,4,"1 W 1",4,142,5
0.115553437180369,4,"4 E 1",4,142,6
0.00138572441154645,4,"2 N 3",4,142,3
0.0625808022409655,4,"5 W 1",4,142,5
0.000434621994567562,4,"5 N 1",4,142,3
0.0147122515102586,4,"1 N 1",4,142,4
0.205481228051546,4,"4 E 3",4,142,9
0.0546354657796048,4,"3 W 1",4,142,3
0.00138572441154645,4,"2 E 3",4,142,3
0.0558832576776438,4,"3 E 3",4,142,3
0.00912461313525556,2,"5 E 1",4,143,5
0.0353008264204351,2,"4 W 1",4,143,5
0.158874695973746,2,"2 W 1",4,143,5
0.129968513703307,2,"5 N 3",4,143,8
0.000151261589062803,2,"2 E 1",4,143,3
0.00050288180076406,2,"3 E 1",4,143,3
0.0173177537652105,2,"3 N 1",4,143,3
0.0379735114503294,2,"1 W 3",4,143,4
0.130777992446211,2,"3 W 3",4,143,4
0.0381247730393922,2,"1 W 1",4,143,5
0.0926937159579455,2,"4 E 1",4,143,6
0.000151261589062803,2,"2 N 3",4,143,3
0.0628637555588168,2,"5 W 1",4,143,5
0.000563530773703308,2,"5 N 1",4,143,3
0.00791228166089673,2,"1 N 1",4,143,4
0.19605114957608,2,"4 E 3",4,143,9
0.0122781182349889,2,"3 W 1",4,143,3
0.000151261589062803,2,"2 E 3",4,143,3
0.0138485429236732,2,"3 E 3",4,143,3
0.00912461313525556,3,"5 E 1",4,143,5
0.0353008264204351,3,"4 W 1",4,143,5
0.158874695973746,3,"2 W 1",4,143,5
0.129968513703307,3,"5 N 3",4,143,8
0.000151261589062803,3,"2 E 1",4,143,3
0.00050288180076406,3,"3 E 1",4,143,3
0.0173177537652105,3,"3 N 1",4,143,3
0.0379735114503294,3,"1 W 3",4,143,4
0.130777992446211,3,"3 W 3",4,143,4
0.0381247730393922,3,"1 W 1",4,143,5
0.0926937159579455,3,"4 E 1",4,143,6
0.000151261589062803,3,"2 N 3",4,143,3
0.0628637555588168,3,"5 W 1",4,143,5
0.000563530773703308,3,"5 N 1",4,143,3
0.00791228166089673,3,"1 N 1",4,143,4
0.19605114957608,3,"4 E 3",4,143,9
0.0122781182349889,3,"3 W 1",4,143,3
0.000151261589062803,3,"2 E 3",4,143,3
0.0138485429236732,3,"3 E 3",4,143,3
0.00912461313525556,4,"5 E 1",4,143,5
0.0353008264204351,4,"4 W 1",4,143,5
0.158874695973746,4,"2 W 1",4,143,5
0.129968513703307,4,"5 N 3",4,143,8
0.000151261589062803,4,"2 E 1",4,143,3
0.00050288180076406,4,"3 E 1",4,143,3
0.0173177537652105,4,"3 N 1",4,143,3
0.0379735114503294,4,"1 W 3",4,143,4
0.130777992446211,4,"3 W 3",4,143,4
0.0381247730393922,4,"1 W 1",4,143,5
0.0926937159579455,4,"4 E 1",4,143,6
0.000151261589062803,4,"2 N 3",4,143,3
0.0628637555588168,4,"5 W 1",4,143,5
0.000563530773703308,4,"5 N 1",4,143,3
0.00791228166089673,4,"1 N 1",4,143,4
0.19605114957608,4,"4 E 3",4,143,9
0.0122781182349889,4,"3 W 1",4,143,3
0.000151261589062803,4,"2 E 3",4,143,3
0.0138485429236732,4,"3 E 3",4,143,3
